Package ,Item ,Title ,Rows ,Cols ,has_logical ,has_binary ,has_numeric ,has_character ,CSV ,Doc
Zelig ,immigration ,Individual Preferences Over Immigration Policy ,2485,5,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
DAAG ,psid1 ,Labour Training Evaluation Data ,2490,10,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
DAAG ,nsw74psid1 ,Labour Training Evaluation Data ,2675,10,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,Treatment ,Evaluating Treatment Effect of Training on Earnings ,2675,10,TRUE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Stat2Data ,MathPlacement ,Math Placement ,2696,16,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
carData ,Chile ,Voting Intentions in the 1988 Chilean Plebiscite ,2700,8,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
DAAG ,nswpsid1 ,Labour Training Evaluation Data ,2787,10,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,Catsup ,Choice of Brand for Catsup ,2798,14,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
psych ,bfi ,25 Personality items representing 5 factors ,2800,28,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
MASS ,Aids2 ,Australian AIDS Survival Data ,2843,7,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
Ecdat ,Train ,Stated Preferences for Train Traveling ,2929,11,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
gap ,mfblong ,Example data for ACEnucfam ,3000,10,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
ISLR ,Wage ,Mid-Atlantic Wage Data ,3000,11,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,Schooling ,Wages and Schooling ,3010,28,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
carData ,Wells ,Well Switching in Bangladesh ,3020,5,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
DAAG ,head.injury ,Minor Head Injury (Simulated) Data ,3121,11,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
DAAG ,headInjury ,Minor Head Injury (Simulated) Data ,3121,11,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Zelig ,mid ,Militarized Interstate Disputes ,3126,7,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,SumHes ,The Penn Table ,3250,7,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
plm ,SumHes ,"The Penn World Table, v. 5 ",3250,7,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,Cracker ,Choice of Brand for Crakers ,3292,14,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,UnempDur ,Unemployment Duration ,3343,11,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,Workinghours ,Wife Working Hours ,3382,12,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
KMsurv ,pneumon ,data from Section 1.13 ,3470,15,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
psych ,epi ,Eysenck Personality Inventory (EPI) data for 3570 participants ,3570,57,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
COUNT ,azpro ,azpro ,3589,6,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
COUNT ,azprocedure ,azprocedure ,3589,6,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
mosaicData ,Weather ,Weather ,3655,25,FALSE ,TRUE ,TRUE ,TRUE ,CSV  ,DOC  
COUNT ,rwm1984 ,rwm1984 ,3874,15,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
psych ,msq ,75 mood items from the Motivational State Questionnaire for 3896 participants ,3896,92,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
psych ,spi ,A sample from the SAPA Personality Inventory including an item dictionary and scoring keys. ,4000,145,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
survival ,nwtco ,Data from the National Wilm's Tumor Study ,4028,9,TRUE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
carData ,KosteckiDillon ,Treatment of Migraine Headaches ,4152,9,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,Wages ,Panel Datas of Individual Wages ,4165,12,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
plm ,Wages ,Panel Data of Individual Wages ,4165,12,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,Males ,Wages and Education of Young Males ,4360,12,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
plm ,Males ,Wages and Education of Young Males ,4360,12,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,OFP ,Visits to Physician Office ,4406,19,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
DAAG ,spam7 ,Spam E-mail Data ,4601,7,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,Car ,Stated Preferences for Car Choice ,4654,70,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,Benefits ,Unemployment of Blue Collar Workers ,4877,18,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,DoctorAUS ,Doctor Visits in Australia ,5190,15,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,RetSchool ,Return to Schooling ,5225,17,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
carData ,Arrests ,Arrests for Marijuana Possession ,5226,8,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
Ecdat ,LaborSupply ,Wages and Hours Worked ,5320,7,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
plm ,LaborSupply ,Wages and Hours Worked ,5320,7,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
carData ,WVS ,World Values Surveys ,5381,6,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
Ecdat ,MedExp ,Structure of Demand for Medical Care ,5574,15,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,Star ,Effects on Learning of Small Class Sizes ,5748,8,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
ISLR ,Caravan ,The Insurance Company (TIC) Benchmark ,5822,86,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
DAAG ,cricketer ,Lifespans of UK 1st class cricketers born 1840-1960 ,5960,8,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
Ecdat ,VietNamH ,Medical Expenses in Viet-nam (household Level) ,5999,11,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
sandwich ,InstInnovation ,Innovation and Institutional Ownership ,6208,25,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,Computers ,Prices of Personal Computers ,6259,10,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
DAAG ,monica ,WHO Monica Data ,6367,12,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
psych ,msqR ,75 mood items from the Motivational State Questionnaire for 3032 unique participants ,6411,79,FALSE ,TRUE ,TRUE ,TRUE ,CSV  ,DOC  
carData ,SLID ,Survey of Labour and Income Dynamics ,7425,5,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
lme4 ,VerbAgg ,Verbal Aggression item responses ,7584,9,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
survival ,flchain ,Assay of serum free light chain for 7874 subjects. ,7874,11,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
mosaicData ,TenMileRace ,Cherry Blossom Race ,8636,5,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
mediation ,student ,Hypothetical student-level data ,9679,13,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
Stat2Data ,YouthRisk2007 ,YouthRisk2007 ,13387,6,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
DAAG ,cps1 ,Labour Training Evaluation Data ,15992,10,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
COUNT ,rwm5yr ,rwm5yr ,19609,17,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,DoctorContacts ,Contacts With Medical Doctor ,20186,15,TRUE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,HI ,Health Insurance and Hours Worked By Wives ,22272,13,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
Ecdat ,BudgetFood ,Budget Share of Food for Spanish Households ,23972,6,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
DAAG ,nassCDS ,Airbag and other influences on accident fatalities ,26217,15,FALSE ,TRUE ,TRUE ,TRUE ,CSV  ,DOC  
Ecdat ,VietNamI ,Medical Expenses in Viet-nam (individual Level) ,27765,12,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
carData ,GSSvocab ,Data from the General Social Survey (GSS) from the National Opinion Research Center of the University of Chicago. ,28867,8,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
carData ,MplsStops ,Minneapolis Police Department 2017 Stop Data ,51920,14,FALSE ,TRUE ,TRUE ,FALSE ,CSV  ,DOC  
gamclass ,fars2008 ,"US fatal road accident data, 2007 and 2008 ",64881,24,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
gamclass ,fars2007 ,"US fatal road accident data, 2007 and 2008 ",72548,24,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
lme4 ,InstEval ,University Lecture/Instructor Evaluations by Students at ETH ,73421,7,FALSE ,TRUE ,FALSE ,FALSE ,CSV  ,DOC  
